Dosya Yolu,Etiket
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_7.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_21.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_12.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_12.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_47.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_0.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_53.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_72.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_56.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_42.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_66.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_65.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_71.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_59.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_2.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_3.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_58.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_70.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_64.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_43.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_67.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_73.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_57.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_52.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_1.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_13.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_46.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_20.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_13.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_1.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_6.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_34.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_56.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_27.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_33.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_42.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_63.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_12.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_36.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_3.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_22.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_77.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_7.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_22.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_12.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_36.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_8.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_33.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_42.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_66.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_17.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_72.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_56.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_5.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_27.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_5.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_62.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_13.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_37.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_46.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_52.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_23.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_76.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_73.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_57.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_7.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_43.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_67.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_16.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_55.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_78.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_71.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_14.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_39.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_65.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_48.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_41.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_5.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_69.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_44.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_35.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_11.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_60.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_59.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_74.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_28.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_21.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_8.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_50.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_7.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_15.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_38.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_64.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_40.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_31.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_25.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_7.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_54.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_70.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_58.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_29.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_20.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_68.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_19.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_34.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_10.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_5.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_68.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_1.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_34.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_19.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_10.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_61.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_75.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_20.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_25.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_54.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_38.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_49.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_40.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_31.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_39.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_11.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_22.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_36.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_4.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_3.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_59.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_3.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_50.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_44.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_69.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_11.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_39.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_65.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_41.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_78.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_55.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_71.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_72.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_66.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_1.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_0.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_67.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_73.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_54.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_79.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_70.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_64.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_38.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_40.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_68.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_45.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_10.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_58.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_51.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_2.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_5.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_37.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_2.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_10.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_23.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_38.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_48.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_39.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_30.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_41.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_55.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_24.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_74.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_21.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_18.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_35.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_0.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_69.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_60.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_11.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_4.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_35.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_18.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_69.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_11.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_28.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_59.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_21.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_55.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_6.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_24.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_71.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_65.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_39.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_14.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_30.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_41.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_6.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_29.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_75.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_58.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_51.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_9.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_20.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_34.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_45.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_68.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_61.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_10.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_49.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_64.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_38.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_15.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_4.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_40.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_79.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_54.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_70.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_39.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_14.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_48.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_65.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_41.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_30.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_24.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_78.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_55.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_71.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_74.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_59.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_28.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_50.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_44.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_69.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_0.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_18.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_11.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_60.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_2.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_25.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_79.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_38.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_15.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_49.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_31.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_45.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_34.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_19.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_10.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_61.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_75.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_29.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_20.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_2.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_51.jpg,23
